FECHA;HORA;ACO;ATI;CAM;CHO;COY;CUA;FAC;IZT;LLA;LPR;MER;MON;NEZ;PED;SAG;SJA;SUR;TAH;TLA;TLI;TPN;UIZ;VIF;XAL
25/03/2011;8;-99;41;-99;-99;-99;-99;38;58;-99;-99;52;-99;-99;37;41;-99;43;-99;43;39;-99;47;26;54
25/03/2011;9;-99;52;-99;-99;-99;-99;49;67;-99;-99;67;-99;-99;58;-99;-99;59;-99;65;61;-99;60;36;73
25/03/2011;10;-99;59;-99;-99;-99;-99;68;67;-99;-99;64;-99;-99;80;45;-99;60;-99;81;80;-99;60;43;69
25/03/2011;11;-99;51;-99;-99;-99;-99;68;63;-99;-99;61;-99;-99;-99;30;-99;68;-99;82;64;-99;50;31;70
25/03/2011;12;-99;21;-99;-99;-99;-99;42;45;-99;-99;48;-99;-99;-99;36;-99;50;-99;51;31;-99;46;13;67
25/03/2011;13;-99;18;-99;-99;-99;-99;28;29;-99;-99;49;-99;-99;-99;20;-99;23;-99;39;12;-99;24;7;37
25/03/2011;14;-99;11;-99;-99;-99;-99;19;24;-99;-99;43;-99;-99;-99;11;-99;20;-99;14;6;-99;19;4;29
25/03/2011;15;-99;9;-99;-99;-99;-99;21;27;-99;-99;32;-99;-99;28;11;-99;23;-99;16;6;-99;11;4;32
25/03/2011;16;-99;11;-99;-99;-99;-99;21;23;-99;-99;24;-99;-99;22;10;-99;22;-99;13;7;-99;11;5;42
25/03/2011;17;-99;15;-99;-99;-99;-99;19;19;-99;-99;28;-99;-99;18;12;-99;18;-99;19;9;-99;12;7;43
25/03/2011;18;-99;20;-99;-99;-99;-99;27;25;-99;-99;25;-99;-99;19;18;-99;18;-99;26;12;-99;19;6;51
25/03/2011;19;-99;31;-99;-99;-99;-99;39;44;-99;-99;45;-99;-99;42;28;-99;28;-99;40;20;-99;20;11;52
25/03/2011;20;-99;37;-99;-99;-99;-99;59;51;-99;-99;47;-99;-99;37;34;-99;40;-99;56;38;-99;25;27;31
25/03/2011;21;-99;51;-99;-99;-99;-99;73;54;-99;-99;65;-99;-99;65;44;-99;50;-99;58;27;-99;31;38;41
25/03/2011;22;-99;61;-99;-99;-99;-99;81;50;-99;-99;76;-99;-99;45;54;-99;65;-99;54;27;-99;37;47;54
25/03/2011;23;-99;51;-99;-99;-99;-99;72;48;-99;-99;73;-99;-99;47;54;-99;54;-99;65;33;-99;43;56;44
25/03/2011;24;-99;40;-99;-99;-99;-99;61;55;-99;-99;70;-99;-99;34;46;-99;60;-99;60;53;-99;37;46;51
26/03/2011;1;-99;48;-99;-99;-99;-99;51;53;-99;-99;66;-99;-99;35;43;-99;58;-99;54;43;-99;31;35;57
26/03/2011;2;-99;25;-99;-99;-99;-99;44;49;-99;-99;61;-99;-99;26;46;-99;53;-99;48;45;-99;32;34;55
26/03/2011;3;-99;32;-99;-99;-99;-99;45;38;-99;-99;59;-99;-99;19;46;-99;48;-99;45;51;-99;30;32;50
26/03/2011;4;-99;31;-99;-99;-99;-99;41;35;-99;-99;51;-99;-99;18;36;-99;27;-99;43;48;-99;28;30;46
26/03/2011;5;-99;32;-99;-99;-99;-99;42;37;-99;-99;45;-99;-99;22;37;-99;22;-99;41;45;-99;30;31;46
26/03/2011;6;-99;37;-99;-99;-99;-99;45;37;-99;-99;46;-99;-99;36;37;-99;33;-99;41;42;-99;40;29;47
26/03/2011;7;-99;41;-99;-99;-99;-99;43;41;-99;-99;50;-99;-99;24;36;-99;39;-99;41;42;-99;47;28;45
26/03/2011;8;-99;44;-99;-99;-99;-99;43;51;-99;-99;60;-99;-99;32;39;-99;40;-99;46;52;-99;48;31;45
26/03/2011;9;-99;60;-99;-99;-99;-99;55;71;-99;-99;66;-99;-99;53;46;-99;44;-99;60;52;-99;63;40;63
26/03/2011;10;-99;41;-99;-99;-99;-99;65;72;-99;-99;65;-99;-99;54;42;-99;55;-99;68;-99;-99;70;36;56
26/03/2011;11;-99;14;-99;-99;-99;-99;50;44;-99;-99;51;-99;-99;52;27;-99;50;-99;51;20;-99;40;17;45
26/03/2011;12;-99;14;-99;-99;-99;-99;39;35;-99;-99;41;-99;-99;41;21;-99;34;-99;51;13;-99;32;7;49
26/03/2011;13;-99;12;-99;-99;-99;-99;33;29;-99;-99;37;-99;-99;24;13;-99;19;-99;27;12;-99;19;5;43
26/03/2011;14;-99;11;-99;-99;-99;-99;27;22;-99;-99;31;-99;-99;20;11;-99;20;-99;23;11;-99;16;5;28
26/03/2011;15;-99;9;-99;-99;-99;-99;26;26;-99;-99;-99;-99;-99;23;12;-99;19;-99;21;11;-99;14;4;23
26/03/2011;16;-99;10;-99;-99;-99;-99;19;29;-99;-99;-99;-99;-99;22;16;-99;21;-99;21;9;-99;16;4;30
26/03/2011;17;-99;13;-99;-99;-99;-99;21;32;-99;-99;-99;-99;-99;16;18;-99;19;-99;20;10;-99;20;6;43
26/03/2011;18;-99;24;-99;-99;-99;-99;36;31;-99;-99;-99;-99;-99;15;25;-99;19;-99;32;16;-99;19;12;22
26/03/2011;19;-99;17;-99;-99;-99;-99;-99;30;-99;-99;-99;-99;-99;16;29;-99;27;-99;31;27;-99;-99;28;25
26/03/2011;20;-99;19;-99;-99;-99;-99;28;32;-99;-99;40;-99;-99;19;33;-99;22;-99;28;-99;-99;24;28;42
26/03/2011;21;-99;16;-99;-99;-99;-99;43;40;-99;-99;39;-99;-99;22;32;-99;39;-99;31;40;-99;27;25;36
26/03/2011;22;-99;18;-99;-99;-99;-99;56;38;-99;-99;42;-99;-99;35;31;-99;30;-99;31;33;-99;19;-99;31
26/03/2011;23;-99;18;-99;-99;-99;-99;55;46;-99;-99;48;-99;-99;33;33;-99;38;-99;35;57;-99;29;-99;33
26/03/2011;24;-99;21;-99;-99;-99;-99;43;42;-99;-99;61;-99;-99;33;33;-99;48;-99;35;46;-99;30;-99;36
27/03/2011;1;-99;21;-99;-99;-99;-99;42;41;-99;-99;51;-99;-99;32;33;-99;32;-99;28;20;-99;37;-99;51
27/03/2011;2;-99;33;-99;-99;-99;-99;39;43;-99;-99;48;-99;-99;24;36;-99;34;-99;36;29;-99;37;-99;47
27/03/2011;3;-99;13;-99;-99;-99;-99;34;36;-99;-99;42;-99;-99;19;32;-99;39;-99;33;37;-99;34;-99;44
27/03/2011;4;-99;14;-99;-99;-99;-99;28;33;-99;-99;42;-99;-99;20;33;-99;30;-99;30;40;-99;32;-99;43
27/03/2011;5;-99;24;-99;-99;-99;-99;29;33;-99;-99;42;-99;-99;12;35;-99;29;-99;31;39;-99;31;-99;41
27/03/2011;6;-99;26;-99;-99;-99;-99;30;33;-99;-99;39;-99;-99;27;34;-99;28;-99;30;37;-99;29;30;40
27/03/2011;7;-99;31;-99;-99;-99;-99;33;35;-99;-99;46;-99;-99;18;32;-99;34;-99;33;36;-99;35;28;41
27/03/2011;8;-99;35;-99;-99;-99;-99;31;40;-99;-99;53;-99;-99;23;35;-99;39;-99;35;36;-99;35;26;44
27/03/2011;9;-99;48;-99;-99;-99;-99;36;62;-99;-99;61;-99;-99;40;40;-99;45;-99;41;25;-99;42;29;48
27/03/2011;10;-99;47;-99;-99;-99;-99;40;51;-99;-99;62;-99;-99;27;32;-99;43;-99;37;20;-99;50;-99;44
27/03/2011;11;-99;33;-99;-99;-99;-99;29;33;-99;-99;33;-99;-99;24;17;-99;21;-99;32;12;-99;35;-99;35
27/03/2011;12;-99;19;-99;-99;-99;-99;30;21;-99;-99;29;-99;-99;20;11;-99;26;-99;24;12;-99;20;8;22
27/03/2011;13;-99;17;-99;-99;-99;-99;25;18;-99;-99;19;-99;-99;20;11;-99;20;-99;23;15;-99;16;8;15
27/03/2011;14;-99;17;-99;-99;-99;-99;20;18;-99;-99;19;-99;-99;15;9;-99;18;-99;16;14;-99;16;-99;12
27/03/2011;15;-99;14;-99;-99;-99;-99;21;21;-99;-99;28;-99;-99;13;12;-99;18;-99;16;16;-99;12;10;22
27/03/2011;16;-99;12;-99;-99;-99;-99;23;24;-99;-99;28;-99;-99;12;22;-99;30;-99;18;13;-99;18;9;17
27/03/2011;17;-99;19;-99;-99;-99;-99;21;31;-99;-99;37;-99;-99;13;27;-99;46;-99;16;14;-99;22;13;21
27/03/2011;18;-99;25;-99;-99;-99;-99;21;27;-99;-99;39;-99;-99;11;32;-99;24;-99;35;20;-99;24;22;40
27/03/2011;19;-99;40;-99;-99;-99;-99;-99;39;-99;-99;41;-99;-99;15;43;-99;19;-99;30;14;-99;-99;18;61
27/03/2011;20;-99;42;-99;-99;-99;-99;34;39;-99;-99;42;-99;-99;34;50;-99;36;-99;39;21;-99;19;29;64
27/03/2011;21;-99;37;-99;-99;-99;-99;56;48;-99;-99;54;-99;-99;51;46;-99;54;-99;37;36;-99;25;-99;49
27/03/2011;22;-99;54;-99;-99;-99;-99;50;47;-99;-99;54;-99;-99;46;59;-99;61;-99;41;18;-99;36;-99;62
27/03/2011;23;-99;37;-99;-99;-99;-99;49;56;-99;-99;65;-99;-99;34;57;-99;52;-99;54;49;-99;50;-99;57
27/03/2011;24;-99;44;-99;-99;-99;-99;51;61;-99;-99;68;-99;-99;24;-99;-99;49;-99;60;45;-99;54;-99;55
28/03/2011;1;-99;44;-99;-99;-99;-99;46;55;-99;-99;65;-99;-99;25;-99;-99;43;-99;-99;41;-99;44;-99;41
28/03/2011;2;-99;22;-99;-99;-99;-99;37;49;-99;-99;56;-99;-99;25;32;-99;43;-99;-99;48;-99;43;-99;37
28/03/2011;3;-99;25;-99;-99;-99;-99;30;55;-99;-99;57;-99;-99;18;32;-99;41;-99;-99;44;-99;44;-99;34
28/03/2011;4;-99;29;-99;-99;-99;-99;30;56;-99;-99;46;-99;-99;19;29;-99;39;-99;35;41;-99;41;-99;32
28/03/2011;5;-99;36;-99;-99;-99;-99;23;41;-99;-99;41;-99;-99;13;27;-99;31;-99;37;37;-99;26;-99;29
28/03/2011;6;-99;42;-99;-99;-99;-99;37;35;-99;-99;44;-99;-99;27;28;-99;33;-99;44;38;-99;31;25;32
28/03/2011;7;-99;45;-99;-99;-99;-99;43;44;-99;-99;57;-99;-99;35;29;-99;36;-99;44;42;-99;39;26;35
28/03/2011;8;-99;52;-99;-99;-99;-99;51;53;-99;-99;57;-99;-99;46;29;-99;47;-99;53;46;-99;48;30;42
28/03/2011;9;-99;64;-99;-99;-99;-99;71;81;-99;-99;66;-99;-99;43;29;-99;54;-99;69;54;-99;68;30;58
28/03/2011;10;-99;85;-99;-99;-99;-99;86;102;-99;-99;97;-99;-99;46;28;-99;42;-99;-99;54;-99;67;36;65
28/03/2011;11;-99;49;-99;-99;-99;-99;93;64;-99;-99;72;-99;-99;52;27;-99;45;-99;59;31;-99;48;19;59
28/03/2011;12;-99;23;-99;-99;-99;-99;54;27;-99;-99;42;-99;-99;45;24;-99;38;-99;43;15;-99;21;9;49
28/03/2011;13;-99;21;-99;-99;-99;-99;42;23;-99;-99;23;-99;-99;27;-99;-99;22;-99;34;16;-99;17;9;24
28/03/2011;14;-99;26;-99;-99;-99;-99;39;18;-99;-99;23;-99;-99;18;12;-99;15;-99;28;17;-99;14;12;24
28/03/2011;15;-99;26;-99;-99;-99;-99;31;18;-99;-99;28;-99;-99;15;16;-99;10;-99;28;19;-99;13;14;39
28/03/2011;16;-99;21;-99;-99;-99;-99;31;19;-99;-99;31;-99;-99;13;-99;-99;11;-99;24;21;-99;7;14;40
28/03/2011;17;-99;21;-99;-99;-99;-99;30;28;-99;-99;26;-99;-99;12;21;-99;12;-99;25;22;-99;9;16;23
28/03/2011;18;-99;29;-99;-99;-99;-99;35;28;-99;-99;31;-99;-99;11;-99;-99;16;-99;32;20;-99;17;18;24
28/03/2011;19;-99;34;-99;-99;-99;-99;21;25;-99;-99;25;-99;-99;11;-99;-99;17;-99;33;26;-99;14;27;33
28/03/2011;20;-99;9;-99;-99;-99;-99;27;27;-99;-99;28;-99;-99;16;28;-99;22;-99;20;25;-99;18;26;34
28/03/2011;21;-99;12;-99;-99;-99;-99;34;28;-99;-99;25;-99;-99;17;37;-99;23;-99;28;-99;-99;23;37;38
28/03/2011;22;-99;35;-99;-99;-99;-99;49;40;-99;-99;38;-99;-99;40;44;-99;26;-99;40;38;-99;35;43;43
28/03/2011;23;-99;42;-99;-99;-99;-99;47;47;-99;-99;49;-99;-99;52;45;-99;46;-99;47;41;-99;47;-99;48
28/03/2011;24;-99;28;-99;-99;-99;-99;39;55;-99;-99;55;-99;-99;39;44;-99;49;-99;33;44;-99;49;45;45
29/03/2011;1;-99;9;-99;-99;-99;-99;21;49;-99;-99;-99;-99;-99;17;43;-99;47;-99;19;25;-99;28;-99;40
29/03/2011;2;-99;12;-99;-99;-99;-99;23;44;-99;-99;-99;-99;-99;13;41;-99;44;-99;25;25;-99;24;-99;36
29/03/2011;3;-99;13;-99;-99;-99;-99;20;43;-99;-99;-99;-99;-99;11;29;-99;27;-99;29;25;-99;32;-99;35
29/03/2011;4;-99;16;-99;-99;-99;-99;16;44;-99;-99;44;-99;-99;9;30;-99;22;-99;29;30;-99;30;-99;32
29/03/2011;5;-99;19;-99;-99;-99;-99;21;40;-99;-99;44;-99;-99;9;32;-99;25;-99;33;38;-99;29;-99;34
29/03/2011;6;-99;19;-99;-99;-99;-99;28;41;-99;-99;45;-99;-99;21;31;-99;31;-99;36;43;-99;36;30;36
29/03/2011;7;-99;25;-99;-99;-99;-99;42;42;-99;-99;50;-99;-99;41;31;-99;38;-99;43;42;-99;40;30;36
29/03/2011;8;-99;36;-99;-99;-99;-99;50;57;-99;-99;54;-99;-99;46;33;-99;42;-99;45;50;-99;46;34;41
29/03/2011;9;-99;54;-99;-99;-99;-99;69;79;-99;-99;57;-99;-99;51;59;-99;56;-99;65;40;-99;54;27;-99
29/03/2011;10;-99;84;-99;-99;-99;-99;66;57;-99;-99;-99;-99;-99;50;61;-99;51;-99;71;50;-99;49;19;67
29/03/2011;11;-99;67;-99;-99;-99;-99;56;40;-99;-99;-99;-99;-99;34;20;-99;41;-99;49;31;-99;39;14;54
29/03/2011;12;-99;36;-99;-99;-99;-99;43;38;-99;-99;33;-99;-99;31;9;-99;27;-99;26;23;-99;27;21;19
29/03/2011;13;-99;25;-99;-99;-99;-99;40;29;-99;-99;34;-99;-99;24;11;-99;21;-99;27;15;-99;16;13;17
29/03/2011;14;-99;26;-99;-99;-99;-99;41;19;-99;-99;24;-99;-99;16;19;-99;13;-99;34;19;-99;8;14;20
29/03/2011;15;-99;24;-99;-99;-99;-99;31;22;-99;-99;21;-99;-99;13;16;-99;10;-99;32;21;-99;8;12;23
29/03/2011;16;-99;25;-99;-99;-99;-99;13;26;-99;-99;31;-99;-99;14;17;-99;-99;-99;32;23;-99;9;14;26
29/03/2011;17;-99;25;-99;-99;-99;-99;18;29;-99;-99;27;-99;-99;10;18;-99;15;-99;21;25;-99;13;18;22
29/03/2011;18;-99;30;-99;-99;-99;-99;21;28;-99;-99;28;-99;-99;15;19;-99;13;-99;36;24;-99;19;19;19
29/03/2011;19;-99;36;-99;-99;-99;-99;18;30;-99;-99;35;-99;-99;16;23;-99;19;-99;37;21;-99;20;22;32
29/03/2011;20;-99;21;-99;-99;-99;-99;30;35;-99;-99;39;-99;-99;17;33;-99;21;-99;27;30;-99;24;35;34
29/03/2011;21;-99;25;-99;-99;-99;-99;38;43;-99;-99;46;-99;-99;31;40;-99;23;-99;39;33;-99;30;39;40
29/03/2011;22;-99;32;-99;-99;-99;-99;41;56;-99;-99;52;-99;-99;53;39;-99;40;-99;52;38;-99;37;-99;49
29/03/2011;23;-99;35;-99;-99;-99;-99;42;53;-99;-99;56;-99;-99;53;43;-99;45;-99;55;24;-99;35;-99;59
29/03/2011;24;-99;24;-99;-99;-99;-99;44;52;-99;-99;52;-99;-99;40;39;-99;46;-99;44;39;-99;44;44;52
30/03/2011;1;-99;24;-99;-99;-99;-99;40;52;-99;-99;46;-99;-99;-99;31;-99;38;-99;31;36;-99;47;32;47
30/03/2011;2;-99;25;-99;-99;-99;-99;42;48;-99;-99;43;-99;-99;-99;31;-99;38;-99;34;35;-99;46;29;42
30/03/2011;3;-99;16;-99;-99;-99;-99;40;41;-99;-99;42;-99;-99;-99;29;-99;32;-99;32;36;-99;35;28;39
30/03/2011;4;-99;11;-99;-99;-99;-99;32;32;-99;-99;38;-99;-99;33;28;-99;24;-99;30;35;-99;31;28;37
30/03/2011;5;-99;22;-99;-99;-99;-99;29;32;-99;-99;36;-99;-99;18;29;-99;30;-99;33;30;-99;37;25;35
30/03/2011;6;-99;30;-99;-99;-99;-99;28;33;-99;-99;35;-99;-99;11;27;-99;32;-99;29;34;-99;33;25;35
30/03/2011;7;-99;34;-99;-99;-99;-99;29;36;-99;-99;42;-99;-99;28;31;-99;32;-99;33;38;-99;37;24;35
30/03/2011;8;-99;40;-99;-99;-99;-99;38;43;-99;-99;57;-99;-99;36;32;-99;35;-99;41;50;-99;48;28;48
30/03/2011;9;-99;55;-99;-99;-99;-99;64;43;-99;-99;63;-99;-99;41;29;-99;47;-99;-99;72;-99;55;40;63
30/03/2011;10;-99;51;-99;-99;-99;-99;107;63;-99;-99;74;-99;-99;44;41;-99;37;-99;67;78;-99;36;48;56
30/03/2011;11;-99;30;-99;-99;-99;-99;51;38;-99;-99;67;-99;-99;24;23;-99;21;-99;52;55;-99;22;20;53
30/03/2011;12;-99;50;-99;-99;-99;-99;52;35;-99;-99;56;-99;-99;18;16;-99;18;-99;46;16;-99;26;8;45
30/03/2011;13;-99;33;-99;-99;-99;-99;39;34;-99;-99;31;-99;-99;-99;13;-99;17;-99;40;18;-99;25;8;37
30/03/2011;14;-99;30;-99;-99;-99;-99;41;19;-99;-99;31;-99;-99;17;14;-99;13;-99;33;23;-99;16;12;23
30/03/2011;15;-99;30;-99;-99;-99;-99;22;16;-99;-99;24;-99;-99;11;15;-99;10;-99;34;24;-99;10;15;24
30/03/2011;16;-99;21;-99;-99;-99;-99;21;20;-99;-99;25;-99;-99;10;20;-99;11;-99;36;24;-99;11;19;31
30/03/2011;17;-99;11;-99;-99;-99;-99;13;20;-99;-99;27;-99;-99;10;23;-99;-99;-99;26;19;-99;12;14;28
30/03/2011;18;-99;12;-99;-99;-99;-99;15;20;-99;-99;29;-99;-99;10;19;-99;11;-99;20;18;-99;12;12;28
30/03/2011;19;-99;9;-99;-99;-99;-99;14;22;-99;-99;37;-99;-99;15;-99;-99;16;-99;23;29;-99;13;16;29
30/03/2011;20;-99;11;-99;-99;-99;-99;20;29;-99;-99;39;-99;-99;16;24;-99;23;-99;22;29;-99;15;15;34
30/03/2011;21;-99;23;-99;-99;-99;-99;29;33;-99;-99;33;-99;-99;17;29;-99;24;-99;25;30;-99;21;14;36
30/03/2011;22;-99;30;-99;-99;-99;-99;33;27;-99;-99;32;-99;-99;11;31;-99;22;-99;34;41;-99;35;33;37
30/03/2011;23;-99;32;-99;-99;-99;-99;39;18;-99;-99;34;-99;-99;26;35;-99;32;-99;38;40;-99;40;39;42
30/03/2011;24;-99;14;-99;-99;-99;-99;37;38;-99;-99;42;-99;-99;26;37;-99;20;-99;33;37;-99;37;38;41
31/03/2011;1;-99;10;-99;-99;-99;-99;33;35;-99;-99;42;-99;-99;16;37;-99;33;-99;32;38;-99;40;35;37
31/03/2011;2;-99;16;-99;-99;-99;-99;29;38;-99;-99;40;-99;-99;11;31;-99;33;-99;33;40;-99;38;32;36
31/03/2011;3;-99;16;-99;-99;-99;-99;23;33;-99;-99;39;-99;-99;8;27;-99;31;-99;29;39;-99;36;29;34
31/03/2011;4;-99;19;-99;-99;-99;-99;20;32;-99;-99;34;-99;-99;7;27;-99;29;-99;30;37;-99;33;28;34
31/03/2011;5;-99;16;-99;-99;-99;-99;19;31;-99;-99;33;-99;-99;8;29;-99;28;-99;35;34;-99;32;28;34
31/03/2011;6;-99;27;-99;-99;-99;-99;25;32;-99;-99;36;-99;-99;20;27;-99;27;-99;32;41;-99;33;28;36
31/03/2011;7;-99;33;-99;-99;-99;-99;30;32;-99;-99;39;-99;-99;31;25;-99;29;-99;38;46;-99;34;26;33
31/03/2011;8;-99;37;-99;-99;-99;-99;35;41;-99;-99;39;-99;-99;33;31;-99;37;-99;42;60;-99;37;32;49
31/03/2011;9;-99;52;-99;-99;-99;-99;49;64;-99;-99;60;-99;-99;42;34;-99;44;-99;52;65;-99;62;49;76
31/03/2011;10;-99;52;-99;-99;-99;-99;78;67;-99;-99;69;-99;-99;43;25;-99;42;-99;49;53;-99;54;47;58
31/03/2011;11;-99;38;-99;-99;-99;-99;38;53;-99;-99;48;-99;-99;29;14;-99;43;-99;48;21;-99;44;11;32
31/03/2011;12;-99;20;-99;-99;-99;-99;40;20;-99;-99;19;-99;-99;35;-99;-99;34;-99;29;11;-99;9;5;30
31/03/2011;13;-99;17;-99;-99;-99;-99;43;15;-99;-99;17;-99;-99;27;-99;-99;16;-99;29;11;-99;11;6;29
31/03/2011;14;-99;17;-99;-99;-99;-99;35;16;-99;-99;27;-99;-99;17;-99;-99;13;-99;28;13;-99;14;9;20
31/03/2011;15;-99;15;-99;-99;-99;-99;33;20;-99;-99;32;-99;-99;17;14;-99;13;-99;28;12;-99;15;7;27
31/03/2011;16;-99;14;-99;-99;-99;-99;39;26;-99;-99;33;-99;-99;16;14;-99;13;-99;30;11;-99;16;7;59
31/03/2011;17;-99;19;-99;-99;-99;-99;35;35;-99;-99;35;-99;-99;14;13;-99;16;-99;26;14;-99;19;8;60
31/03/2011;18;-99;23;-99;-99;-99;-99;33;35;-99;-99;31;-99;-99;17;19;-99;17;-99;31;15;-99;16;10;53
31/03/2011;19;-99;15;-99;-99;-99;-99;28;35;-99;-99;37;-99;-99;26;27;-99;20;-99;30;15;-99;19;16;46
31/03/2011;20;-99;32;-99;-99;-99;-99;59;34;-99;-99;51;-99;-99;21;23;-99;19;-99;32;17;-99;28;13;50
31/03/2011;21;-99;22;-99;-99;-99;-99;26;35;-99;-99;34;-99;-99;36;15;-99;20;-99;28;17;-99;22;9;22
31/03/2011;22;-99;42;-99;-99;-99;-99;50;36;-99;-99;30;-99;-99;41;24;-99;35;-99;36;23;-99;31;15;38
31/03/2011;23;-99;39;-99;-99;-99;-99;47;41;-99;-99;37;-99;-99;47;23;-99;36;-99;40;34;-99;30;40;44
31/03/2011;24;-99;20;-99;-99;-99;-99;44;34;-99;-99;40;-99;-99;33;23;-99;32;-99;38;43;-99;37;41;52
01/04/2011;1;-99;25;-99;-99;-99;-99;35;46;-99;-99;43;-99;-99;26;28;-99;44;-99;34;34;-99;46;37;51
01/04/2011;2;-99;20;-99;-99;-99;-99;33;47;-99;-99;51;-99;-99;19;34;-99;41;-99;35;39;-99;47;31;45
01/04/2011;3;-99;22;-99;-99;-99;-99;32;46;-99;-99;41;-99;-99;17;26;-99;40;-99;33;34;-99;45;30;45
01/04/2011;4;-99;32;-99;-99;-99;-99;27;43;-99;-99;41;-99;-99;15;21;-99;36;-99;31;35;-99;34;25;40
01/04/2011;5;-99;30;-99;-99;-99;-99;25;35;-99;-99;41;-99;-99;15;22;-99;26;-99;29;35;-99;25;24;40
01/04/2011;6;-99;29;-99;-99;-99;-99;28;31;-99;-99;35;-99;-99;25;24;-99;31;-99;30;36;-99;30;25;42
01/04/2011;7;-99;32;-99;-99;-99;-99;31;34;-99;-99;36;-99;-99;35;23;-99;29;-99;32;37;-99;35;24;44
01/04/2011;8;-99;36;-99;-99;-99;-99;37;37;-99;-99;39;-99;-99;39;30;-99;35;-99;42;42;-99;42;27;56
01/04/2011;9;-99;58;-99;-99;-99;-99;55;48;-99;-99;54;-99;-99;50;46;-99;46;-99;69;52;-99;66;30;63
01/04/2011;10;-99;67;-99;-99;-99;-99;65;66;-99;-99;72;-99;-99;53;48;-99;46;-99;68;54;-99;-99;28;52
01/04/2011;11;-99;31;-99;-99;-99;-99;54;-99;-99;-99;65;-99;-99;54;26;-99;37;-99;48;30;-99;60;21;46
01/04/2011;12;-99;20;-99;-99;-99;-99;33;-99;-99;-99;42;-99;-99;39;12;-99;39;-99;35;16;-99;26;10;26
01/04/2011;13;-99;21;-99;-99;-99;-99;37;-99;-99;-99;24;-99;-99;-99;6;-99;13;-99;-99;16;-99;10;10;21
01/04/2011;14;-99;22;-99;-99;-99;-99;36;-99;-99;-99;14;-99;-99;-99;4;-99;6;-99;27;21;-99;5;14;13
01/04/2011;15;-99;25;-99;-99;-99;-99;26;17;-99;-99;14;-99;-99;10;8;-99;8;-99;23;19;-99;7;10;17
01/04/2011;16;-99;21;-99;-99;-99;-99;-99;17;-99;-99;20;-99;-99;8;-99;-99;9;-99;20;17;-99;8;13;17
01/04/2011;17;-99;11;-99;-99;-99;-99;15;19;-99;-99;23;-99;-99;9;14;-99;10;-99;19;22;-99;10;15;19
01/04/2011;18;-99;13;-99;-99;-99;-99;17;21;-99;-99;35;-99;-99;9;14;-99;12;-99;21;22;-99;14;14;-99
01/04/2011;19;-99;21;-99;-99;-99;-99;28;26;-99;-99;30;-99;-99;16;13;-99;15;-99;27;19;-99;16;20;25
01/04/2011;20;-99;19;-99;-99;-99;-99;27;33;-99;-99;41;-99;-99;17;34;-99;23;-99;32;33;-99;20;14;44
01/04/2011;21;-99;29;-99;-99;-99;-99;22;32;-99;-99;36;-99;-99;27;21;-99;20;-99;36;19;-99;23;14;44
01/04/2011;22;-99;33;-99;-99;-99;-99;32;44;-99;-99;45;-99;-99;32;23;-99;27;-99;36;28;-99;31;15;53
01/04/2011;23;-99;33;-99;-99;-99;-99;30;51;-99;-99;51;-99;-99;30;25;-99;35;-99;37;31;-99;52;18;43
01/04/2011;24;-99;40;-99;-99;-99;-99;24;46;-99;-99;40;-99;-99;30;26;-99;31;-99;43;40;-99;42;-99;36
02/04/2011;1;-99;24;-99;-99;-99;-99;23;47;-99;-99;41;-99;-99;28;28;-99;33;-99;37;-99;-99;46;-99;41
02/04/2011;2;-99;19;-99;-99;-99;-99;34;42;-99;-99;40;-99;-99;16;32;-99;27;-99;38;-99;-99;47;-99;38
02/04/2011;3;-99;30;-99;-99;-99;-99;32;38;-99;-99;35;-99;-99;14;27;-99;32;-99;31;-99;-99;40;38;37
02/04/2011;4;-99;35;-99;-99;-99;-99;30;40;-99;-99;36;-99;-99;12;26;-99;40;-99;31;-99;-99;43;-99;39
02/04/2011;5;-99;30;-99;-99;-99;-99;26;34;-99;-99;43;-99;-99;11;24;-99;40;-99;33;-99;-99;40;35;41
02/04/2011;6;-99;32;-99;-99;-99;-99;32;35;-99;-99;41;-99;-99;10;21;-99;35;-99;31;44;-99;41;33;42
02/04/2011;7;-99;33;-99;-99;-99;-99;32;41;-99;-99;42;-99;-99;18;-99;-99;37;-99;34;43;-99;40;30;38
02/04/2011;8;-99;38;-99;-99;-99;-99;34;43;-99;-99;44;-99;-99;24;29;-99;36;-99;39;46;-99;39;28;38
02/04/2011;9;-99;37;-99;-99;-99;-99;38;49;-99;-99;73;-99;-99;26;23;-99;44;-99;48;56;-99;40;27;49
02/04/2011;10;-99;33;-99;-99;-99;-99;41;49;-99;-99;80;-99;-99;34;31;-99;31;-99;43;53;-99;42;23;59
02/04/2011;11;-99;43;-99;-99;-99;-99;28;38;-99;-99;41;-99;-99;18;15;-99;16;-99;34;32;-99;24;13;41
02/04/2011;12;-99;23;-99;-99;-99;-99;23;33;-99;-99;26;-99;-99;13;5;-99;14;-99;26;14;-99;27;6;19
02/04/2011;13;-99;17;-99;-99;-99;-99;21;21;-99;-99;20;-99;-99;13;0;-99;17;-99;22;10;-99;21;6;14
02/04/2011;14;-99;15;-99;-99;-99;-99;19;19;-99;-99;27;-99;-99;12;5;-99;11;-99;25;11;-99;14;7;16
02/04/2011;15;-99;17;-99;-99;-99;-99;20;14;-99;-99;21;-99;-99;11;11;-99;8;-99;22;16;-99;10;9;19
