FECHA;HORA;ACO;AJM;AJU;ATI;BJU;CAM;CCA;CHO;COY;CUA;CUT;FAC;GAM;HGM;INN;IZT;LLA;LPR;MER;MGH;MON;MPA;NEZ;PED;SAG;SFE;SJA;TAH;TLA;TLI;UAX;UIZ;VIF;XAL
26/03/2018;21;-99;51;-99;39;30;39;49;-99;-99;34;33;37;-99;-99;61;42;39;27;44;28;45;-99;39;57;29;41;-99;-99;-99;44;48;37;42;26
26/03/2018;22;-99;48;-99;26;21;47;49;-99;-99;34;22;26;-99;-99;35;34;22;19;31;31;41;-99;20;48;16;33;-99;-99;-99;36;42;32;36;23
26/03/2018;23;-99;48;-99;16;13;37;32;-99;-99;31;27;13;-99;-99;41;20;15;18;31;32;35;-99;18;37;12;37;-99;-99;-99;27;29;-99;29;8
26/03/2018;24;-99;45;-99;17;22;33;17;-99;-99;31;2;10;-99;-99;35;9;15;20;15;19;35;-99;24;-99;18;28;-99;-99;-99;23;24;-99;15;9
27/03/2018;1;-99;42;-99;5;21;28;18;-99;-99;29;1;11;-99;26;37;20;20;21;8;18;32;-99;26;33;20;31;-99;-99;-99;10;24;25;16;21
27/03/2018;2;-99;42;-99;8;25;15;17;-99;-99;19;0;20;-99;25;38;20;21;27;21;15;26;-99;27;20;22;23;-99;-99;-99;12;25;20;14;21
27/03/2018;3;-99;40;-99;11;22;15;10;-99;-99;26;1;14;-99;26;36;17;20;27;21;13;36;-99;28;17;20;15;-99;-99;-99;27;23;20;2;24
27/03/2018;4;-99;37;-99;4;18;8;11;-99;-99;27;1;12;-99;26;36;19;23;30;15;6;35;-99;29;28;22;20;-99;-99;-99;26;21;18;3;23
27/03/2018;5;-99;35;-99;12;16;2;9;-99;-99;28;1;12;-99;24;34;13;20;26;10;4;24;-99;24;12;19;21;-99;-99;-99;1;20;17;2;10
27/03/2018;6;-99;29;-99;4;10;0;2;-99;-99;27;1;4;-99;18;33;8;11;15;2;3;19;-99;8;11;2;9;-99;-99;-99;4;14;13;1;10
27/03/2018;7;-99;27;-99;1;2;0;1;-99;-99;19;1;1;-99;8;33;3;2;2;2;2;14;-99;4;8;4;2;-99;-99;-99;1;6;3;1;6
27/03/2018;8;-99;24;-99;3;9;3;4;-99;-99;12;1;2;-99;7;32;6;8;6;3;3;14;-99;6;4;6;6;-99;-99;-99;2;9;7;4;7
27/03/2018;9;-99;26;-99;7;18;13;13;-99;-99;21;10;8;-99;19;29;-99;24;18;13;13;34;-99;20;20;14;29;-99;-99;-99;8;21;17;7;14
27/03/2018;10;-99;33;-99;30;34;23;33;-99;-99;26;26;27;-99;30;40;33;25;31;26;30;45;-99;-99;38;29;44;-99;-99;-99;18;44;28;25;21
27/03/2018;11;-99;49;-99;55;56;38;54;-99;-99;41;-99;46;-99;54;54;55;50;55;49;53;59;-99;55;55;53;56;-99;-99;-99;42;64;39;50;41
27/03/2018;12;-99;60;-99;72;76;61;76;-99;-99;53;-99;69;-99;77;64;70;71;71;71;72;70;-99;76;74;73;70;-99;-99;-99;72;75;55;72;55
27/03/2018;13;-99;70;-99;75;93;85;89;-99;-99;61;-99;81;-99;92;75;88;86;94;90;83;-99;-99;84;88;97;77;-99;-99;-99;92;84;68;88;72
27/03/2018;14;-99;73;-99;91;107;110;93;-99;-99;63;-99;101;-99;108;78;97;95;103;97;102;-99;-99;78;86;94;79;-99;-99;-99;111;73;81;96;67
27/03/2018;15;-99;65;-99;103;105;102;81;-99;-99;70;109;109;-99;100;69;94;99;97;94;101;-99;-99;70;83;80;87;-99;-99;-99;120;64;61;95;65
27/03/2018;16;-99;62;-99;114;81;94;75;-99;-99;71;112;106;-99;85;69;63;92;96;75;91;-99;-99;68;77;87;89;-99;-99;-99;110;67;56;99;61
27/03/2018;17;-99;63;-99;104;72;71;73;-99;-99;64;99;92;-99;73;65;61;82;74;67;74;60;-99;66;80;65;78;-99;-99;-99;102;71;55;92;50
27/03/2018;18;-99;55;-99;81;67;57;70;-99;-99;51;89;57;-99;64;65;56;62;56;64;64;60;-99;65;71;54;66;-99;-99;-99;79;79;56;68;40
27/03/2018;19;-99;53;-99;48;57;51;61;-99;-99;39;51;48;-99;57;62;51;55;51;55;39;61;-99;61;60;50;44;-99;-99;-99;54;64;49;54;39
27/03/2018;20;-99;52;-99;44;45;34;48;-99;-99;30;42;41;-99;45;60;46;46;41;50;26;53;-99;53;55;36;40;-99;-99;-99;43;55;42;40;29
27/03/2018;21;-99;47;-99;43;34;30;40;-99;-99;31;46;43;-99;37;59;41;37;28;38;21;42;-99;44;48;23;32;-99;-99;-99;37;48;36;39;23
27/03/2018;22;-99;34;-99;38;36;31;42;-99;-99;34;35;48;-99;39;32;30;23;30;31;45;23;-99;27;36;12;43;-99;-99;-99;29;43;30;40;18
27/03/2018;23;-99;33;-99;25;43;36;46;-99;-99;26;28;47;-99;44;28;33;28;27;29;42;27;-99;18;45;14;37;-99;-99;-99;21;41;22;34;13
27/03/2018;24;-99;30;-99;29;39;36;38;-99;-99;23;12;42;-99;45;39;36;25;30;33;34;18;-99;22;30;19;10;-99;-99;-99;24;40;26;31;18
28/03/2018;1;-99;35;-99;32;21;17;25;18;-99;27;2;32;-99;39;37;31;20;25;26;20;4;-99;21;31;15;7;-99;-99;-99;23;15;22;20;12
28/03/2018;2;-99;37;-99;17;12;16;18;16;-99;21;1;24;-99;32;37;10;13;15;16;19;16;-99;12;35;4;22;-99;-99;-99;20;15;15;9;5
28/03/2018;3;-99;39;-99;18;13;20;14;13;-99;12;2;25;-99;20;38;12;2;12;6;11;17;-99;12;33;6;25;-99;-99;-99;22;15;14;1;5
28/03/2018;4;-99;38;-99;13;13;2;16;17;-99;11;6;20;-99;20;37;15;1;4;5;11;15;-99;24;32;2;12;-99;-99;-99;7;14;15;2;4
28/03/2018;5;-99;37;-99;10;16;1;11;18;-99;6;3;11;-99;20;38;12;1;4;10;6;19;-99;24;29;4;21;-99;-99;-99;7;18;17;1;3
28/03/2018;6;-99;35;-99;10;11;1;2;18;-99;27;1;15;-99;20;36;7;1;12;2;2;17;-99;11;20;0;16;-99;-99;-99;1;13;8;1;3
28/03/2018;7;-99;34;-99;7;7;0;2;16;-99;22;1;4;-99;11;35;2;1;7;1;2;11;-99;10;6;1;2;-99;-99;-99;1;7;3;1;7
28/03/2018;8;-99;22;-99;3;10;3;6;30;-99;16;2;3;-99;11;32;5;5;12;4;4;16;-99;15;7;4;11;-99;-99;-99;3;10;3;5;11
28/03/2018;9;-99;22;-99;9;23;11;26;34;-99;20;6;11;-99;25;38;18;16;26;15;16;33;-99;26;22;18;27;-99;-99;-99;11;24;10;11;19
28/03/2018;10;-99;35;-99;24;41;29;39;38;-99;25;26;30;-99;34;47;32;36;41;28;35;45;-99;41;40;38;36;-99;-99;-99;27;41;26;34;32
28/03/2018;11;-99;-99;-99;45;57;45;59;43;-99;40;58;50;-99;51;57;49;56;54;51;55;51;-99;-99;60;50;55;-99;-99;-99;54;58;46;52;-99
28/03/2018;12;-99;-99;-99;59;64;62;62;43;-99;53;78;66;-99;67;56;62;57;64;64;68;52;-99;-99;67;51;70;-99;-99;-99;64;60;53;63;-99
28/03/2018;13;-99;-99;-99;80;55;75;55;49;-99;55;95;79;-99;68;60;55;61;72;65;61;54;-99;-99;56;57;69;-99;-99;-99;77;50;51;64;-99
28/03/2018;14;-99;-99;-99;95;63;65;60;51;-99;46;106;77;-99;61;61;54;67;63;54;63;59;-99;-99;66;57;65;-99;-99;-99;84;59;46;82;44
28/03/2018;15;-99;-99;-99;73;64;63;62;51;-99;43;121;72;-99;68;60;59;60;61;61;64;61;-99;-99;68;53;57;-99;-99;-99;70;64;51;68;42
28/03/2018;16;-99;-99;-99;73;60;64;64;53;-99;41;88;62;-99;64;58;57;61;62;65;55;61;-99;57;61;55;49;-99;-99;-99;67;62;51;63;42
28/03/2018;17;-99;-99;-99;58;60;59;61;56;-99;40;78;59;-99;60;59;57;60;58;62;52;59;-99;53;58;54;51;-99;-99;-99;66;61;48;61;41
28/03/2018;18;-99;-99;-99;54;58;55;59;54;-99;38;60;53;-99;57;59;53;58;52;57;50;58;-99;52;59;51;47;-99;-99;-99;54;61;47;56;40
28/03/2018;19;-99;47;-99;43;52;48;56;49;-99;34;44;46;-99;51;56;47;50;42;49;44;57;-99;50;55;43;46;-99;-99;-99;46;54;41;49;34
28/03/2018;20;-99;42;-99;33;44;40;50;36;-99;27;32;36;-99;46;52;39;39;34;35;30;49;-99;36;49;32;41;-99;-99;-99;41;44;33;37;26
28/03/2018;21;-99;41;-99;26;42;32;47;27;-99;22;18;27;-99;42;51;36;31;26;31;31;42;-99;31;44;23;35;-99;-99;-99;35;39;30;32;20
28/03/2018;22;-99;36;-99;14;31;30;41;30;-99;23;16;26;-99;35;46;25;29;21;29;26;38;-99;27;-99;13;28;-99;-99;-99;28;36;30;32;22
28/03/2018;23;-99;29;-99;5;18;30;28;27;-99;24;10;26;-99;28;38;25;22;16;25;19;33;-99;15;13;15;29;-99;-99;-99;31;36;26;17;20
28/03/2018;24;-99;33;-99;7;18;22;7;24;-99;23;13;11;-99;28;34;24;20;16;23;15;35;-99;15;26;17;33;-99;-99;-99;22;31;25;21;14
29/03/2018;1;-99;30;-99;7;23;13;11;28;-99;23;9;9;-99;27;34;20;24;23;17;12;33;-99;21;28;21;19;-99;-99;-99;23;31;22;23;21
29/03/2018;2;-99;25;-99;3;21;14;20;22;-99;23;0;16;-99;27;34;22;18;27;8;8;27;-99;25;25;22;14;-99;-99;-99;29;27;25;22;22
29/03/2018;3;-99;30;-99;7;21;12;20;16;-99;26;0;18;-99;29;35;22;22;27;14;4;19;-99;30;30;22;25;-99;-99;-99;10;26;24;1;12
29/03/2018;4;-99;28;-99;13;20;11;11;13;-99;24;1;17;-99;27;38;20;21;22;15;7;14;-99;27;31;22;24;-99;-99;-99;3;24;22;3;11
29/03/2018;5;-99;26;-99;13;14;11;10;18;-99;24;0;20;-99;22;36;19;21;19;15;7;17;-99;22;28;7;17;-99;-99;-99;2;21;24;3;8
29/03/2018;6;-99;25;-99;9;18;7;9;3;-99;23;0;10;-99;20;34;12;3;6;5;2;7;-99;10;23;1;5;-99;-99;-99;2;20;17;1;0
29/03/2018;7;-99;28;-99;8;6;1;4;3;-99;12;0;2;-99;11;35;4;1;2;1;1;1;-99;3;21;1;4;-99;-99;-99;1;11;6;2;0
29/03/2018;8;-99;25;-99;6;6;5;6;14;-99;21;1;3;-99;10;34;11;6;6;7;3;3;-99;6;14;4;6;-99;-99;-99;2;8;6;3;2
29/03/2018;9;-99;25;-99;8;19;15;20;22;-99;24;18;13;-99;18;35;22;18;14;19;19;18;-99;22;22;12;22;-99;-99;-99;13;25;15;13;14
29/03/2018;10;-99;36;-99;24;42;30;42;40;-99;28;31;40;-99;37;46;32;37;28;29;38;43;-99;33;43;30;36;-99;-99;-99;29;46;29;32;25
29/03/2018;11;-99;47;-99;50;59;52;61;54;-99;41;50;61;-99;55;54;58;55;46;52;56;64;-99;50;64;52;54;-99;-99;-99;53;62;46;51;38
29/03/2018;12;-99;55;-99;64;69;67;65;54;-99;51;70;67;-99;68;65;62;72;63;69;65;81;-99;74;68;66;66;-99;-99;-99;66;62;58;70;47
29/03/2018;13;-99;62;-99;78;73;78;72;49;-99;61;100;83;-99;76;62;75;86;75;80;77;94;-99;81;78;82;77;-99;-99;-99;75;64;66;86;57
29/03/2018;14;-99;55;-99;95;84;92;73;51;-99;59;113;90;-99;90;66;72;90;93;89;82;79;-99;66;76;82;81;-99;-99;-99;90;61;55;99;61
29/03/2018;15;-99;51;-99;96;66;85;64;51;-99;53;114;88;-99;72;64;61;84;89;72;77;65;-99;59;65;75;72;-99;-99;-99;101;59;50;94;58
29/03/2018;16;-99;53;-99;89;67;69;66;52;-99;48;117;79;-99;68;62;61;70;71;65;66;63;-99;60;67;60;67;-99;-99;-99;96;65;54;85;47
29/03/2018;17;-99;52;-99;75;64;68;62;52;-99;45;106;67;-99;64;59;60;62;64;64;57;63;-99;63;64;55;57;-99;-99;-99;82;63;54;61;47
29/03/2018;18;-99;52;-99;60;61;57;63;52;-99;40;48;58;-99;59;59;56;56;52;58;51;57;-99;59;65;48;50;-99;-99;-99;60;62;50;45;43
29/03/2018;19;-99;49;-99;37;56;52;56;48;-99;38;44;45;-99;56;58;51;50;48;52;41;55;-99;55;58;41;46;-99;-99;-99;36;57;44;36;35
29/03/2018;20;-99;44;-99;37;44;31;49;40;-99;35;33;40;-99;45;54;43;47;31;34;42;51;-99;45;49;40;44;-99;-99;-99;33;53;39;32;30
29/03/2018;21;-99;34;-99;31;37;31;40;26;-99;28;25;37;-99;38;49;29;40;25;26;38;39;-99;34;39;31;38;-99;-99;-99;28;43;29;28;14
29/03/2018;22;-99;28;-99;21;34;26;35;16;-99;25;24;28;-99;33;40;23;22;26;24;33;35;-99;19;35;22;33;-99;-99;-99;25;33;18;27;23
29/03/2018;23;-99;27;-99;22;25;25;28;18;-99;23;29;23;-99;26;36;21;20;23;23;25;17;-99;19;28;18;28;-99;-99;-99;28;26;17;26;19
29/03/2018;24;-99;23;-99;25;21;24;23;13;-99;23;31;28;-99;26;34;23;22;25;23;24;19;-99;16;24;20;28;-99;-99;-99;29;21;17;27;15
30/03/2018;1;-99;21;-99;28;24;15;24;7;-99;19;17;29;-99;19;31;15;22;25;13;21;20;-99;-99;22;21;24;-99;-99;-99;30;24;13;29;11
30/03/2018;2;-99;18;-99;25;23;24;24;6;-99;18;4;28;-99;26;28;19;25;29;23;22;21;-99;-99;24;23;23;-99;-99;-99;32;23;10;33;14
30/03/2018;3;-99;21;-99;24;23;23;18;7;-99;15;7;26;-99;28;33;25;27;23;22;15;23;-99;-99;25;25;20;-99;-99;-99;34;16;22;36;16
30/03/2018;4;-99;21;-99;23;20;13;19;5;-99;15;5;27;-99;24;33;20;28;14;20;17;13;-99;-99;21;21;12;-99;-99;-99;27;20;17;26;13
30/03/2018;5;-99;18;-99;26;23;5;16;4;-99;13;3;24;-99;22;33;15;22;16;6;21;7;-99;-99;17;19;8;-99;-99;-99;23;18;13;18;13
30/03/2018;6;-99;18;-99;18;17;2;9;8;-99;8;3;19;-99;16;32;14;12;11;3;16;2;-99;-99;13;13;6;-99;-99;-99;23;8;10;21;13
30/03/2018;7;-99;15;-99;16;12;1;3;2;-99;6;1;12;-99;16;32;6;2;8;1;12;1;-99;-99;9;2;6;-99;-99;-99;17;1;6;16;6
30/03/2018;8;-99;15;-99;20;14;5;8;3;-99;7;4;17;-99;7;29;7;12;17;5;12;5;-99;-99;9;8;3;-99;-99;-99;18;6;10;15;5
30/03/2018;9;-99;20;-99;22;22;13;20;9;-99;16;16;26;-99;19;37;15;22;23;10;23;21;-99;-99;18;21;15;-99;-99;-99;24;15;12;19;10
30/03/2018;10;-99;27;-99;31;35;26;30;26;-99;25;30;33;-99;28;40;25;28;26;22;35;36;-99;-99;30;26;32;-99;-99;-99;28;26;20;29;25
30/03/2018;11;-99;36;-99;38;43;43;46;45;-99;32;44;41;-99;38;37;41;41;46;40;40;50;-99;-99;41;43;43;-99;-99;-99;39;39;35;43;36
30/03/2018;12;-99;54;-99;54;59;57;59;60;-99;42;60;50;-99;57;49;56;55;60;56;55;62;-99;-99;60;54;57;-99;-99;-99;57;59;49;53;43
30/03/2018;13;-99;67;-99;67;77;75;79;68;-99;51;68;69;-99;72;58;74;62;70;78;70;69;-99;-99;76;59;65;-99;-99;-99;70;77;65;63;52
30/03/2018;14;-99;74;-99;75;86;86;88;74;-99;54;65;82;-99;82;58;83;68;76;85;82;75;-99;-99;86;66;74;-99;-99;-99;75;87;73;64;55
30/03/2018;15;-99;77;-99;62;92;81;94;71;-99;59;61;82;-99;80;63;86;56;74;81;80;68;-99;-99;90;58;76;-99;-99;-99;60;91;74;56;50
30/03/2018;16;-99;73;-99;54;75;56;86;56;-99;58;56;64;-99;61;71;67;51;54;60;66;56;-99;-99;83;47;76;-99;-99;-99;52;84;56;51;36
30/03/2018;17;-99;51;-99;48;53;49;56;49;-99;46;52;55;-99;52;70;48;49;51;49;55;53;-99;-99;58;47;59;-99;-99;-99;48;53;44;50;35
30/03/2018;18;-99;45;-99;43;51;45;53;47;-99;40;45;51;-99;47;55;48;48;49;46;52;51;-99;-99;54;45;53;-99;-99;-99;39;49;40;47;32
30/03/2018;19;-99;44;-99;34;49;42;52;41;-99;35;44;42;-99;49;45;43;40;39;42;47;48;-99;-99;51;40;47;-99;-99;-99;38;48;36;43;28
30/03/2018;20;-99;40;-99;33;43;33;49;37;-99;30;33;28;-99;44;37;37;43;30;35;41;44;-99;-99;46;34;40;-99;-99;-99;30;44;31;40;25
30/03/2018;21;-99;38;-99;26;41;34;41;33;-99;25;36;26;-99;41;31;34;33;32;34;30;43;-99;-99;35;30;26;-99;-99;-99;38;42;26;39;26
30/03/2018;22;-99;35;-99;27;35;38;36;31;-99;28;35;34;-99;38;27;30;31;42;32;33;43;-99;-99;34;31;27;-99;-99;-99;39;36;27;40;28
30/03/2018;23;-99;28;-99;29;32;39;33;28;-99;26;35;34;-99;40;27;33;31;46;33;31;45;-99;-99;36;32;-99;-99;-99;-99;38;30;26;39;29
30/03/2018;24;-99;29;-99;26;33;28;33;32;-99;27;24;35;-99;38;20;31;33;-99;33;30;44;-99;-99;33;28;-99;-99;-99;-99;35;30;27;38;24
31/03/2018;1;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
31/03/2018;2;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
31/03/2018;3;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
31/03/2018;4;-99;26;-99;26;39;27;36;16;-99;29;-99;31;-99;42;19;28;30;16;22;27;29;-99;-99;29;-99;17;-99;-99;-99;19;38;23;11;21
31/03/2018;5;-99;27;-99;20;37;28;21;8;-99;22;10;25;-99;41;14;29;2;18;22;23;6;-99;-99;20;20;17;-99;-99;-99;18;29;24;12;17
31/03/2018;6;-99;24;-99;22;30;13;8;2;-99;12;3;15;-99;40;13;17;2;15;12;19;2;-99;-99;12;11;8;-99;-99;-99;6;7;7;8;5
31/03/2018;7;-99;21;-99;18;20;3;5;1;-99;8;1;9;-99;30;13;7;3;2;1;10;2;-99;-99;8;2;4;-99;-99;-99;4;1;9;4;1
31/03/2018;8;-99;19;-99;24;7;5;8;4;-99;21;4;5;-99;15;16;8;4;5;3;19;5;-99;-99;12;6;6;-99;-99;-99;6;6;11;9;5
31/03/2018;9;-99;27;-99;31;25;20;18;16;-99;33;19;25;-99;24;35;16;18;13;11;34;27;-99;-99;27;14;28;-99;-99;-99;17;21;17;24;13
31/03/2018;10;-99;35;-99;40;38;38;34;33;-99;38;40;38;-99;38;46;31;30;23;28;40;41;-99;-99;37;28;42;-99;-99;-99;30;31;28;35;22
31/03/2018;11;-99;45;-99;46;49;49;49;43;-99;41;50;49;-99;49;51;44;42;33;44;45;52;-99;-99;49;40;49;-99;-99;-99;36;45;38;44;28
31/03/2018;12;-99;47;-99;52;55;54;54;53;-99;43;53;54;-99;56;53;52;52;46;51;48;65;-99;-99;55;49;55;-99;-99;-99;49;53;45;55;35
31/03/2018;13;-99;50;-99;57;61;64;60;62;-99;42;58;58;-99;63;52;59;63;60;60;55;67;-99;-99;61;60;55;-99;-99;-99;56;61;51;66;46
31/03/2018;14;-99;52;-99;57;77;77;71;58;-99;42;65;62;-99;80;48;67;66;64;77;72;64;-99;-99;68;58;58;-99;-99;-99;63;63;54;69;45
31/03/2018;15;-99;52;-99;61;81;67;74;56;-99;42;64;67;-99;78;51;67;69;69;66;74;60;-99;-99;65;65;56;-99;-99;-99;62;68;56;70;45
31/03/2018;16;-99;72;-99;60;76;65;80;53;-99;55;63;66;-99;75;55;71;68;67;66;68;64;-99;-99;80;67;77;-99;-99;-99;64;73;59;61;46
31/03/2018;17;-99;71;-99;58;76;65;80;57;-99;47;66;66;-99;74;56;69;54;60;68;64;68;-99;-99;80;55;63;-99;-99;-99;62;76;59;60;39
31/03/2018;18;-99;67;-99;56;68;62;75;61;-99;44;64;63;-99;64;52;65;55;58;60;62;60;-99;-99;72;54;50;-99;-99;-99;61;73;53;64;40
31/03/2018;19;-99;56;-99;46;58;56;67;50;-99;40;56;55;-99;66;49;57;51;48;52;53;55;-99;-99;64;52;42;-99;-99;-99;54;66;47;54;39
31/03/2018;20;-99;48;-99;34;53;40;46;40;-99;29;43;37;-99;57;35;40;39;46;42;41;45;-99;-99;32;33;14;-99;-99;-99;38;46;38;36;28
31/03/2018;21;-99;37;-99;33;39;29;34;31;-99;24;38;35;-99;45;40;28;36;41;26;28;41;-99;-99;30;26;16;-99;-99;-99;35;37;31;33;22
31/03/2018;22;-99;29;-99;31;37;25;33;29;-99;19;25;33;-99;43;33;29;30;37;30;20;40;-99;-99;35;23;17;-99;-99;-99;28;34;27;25;21
31/03/2018;23;-99;23;-99;21;33;16;26;13;-99;20;14;34;-99;39;20;27;24;14;27;26;33;-99;-99;10;27;21;-99;-99;-99;23;30;20;16;12
31/03/2018;24;-99;34;-99;21;19;17;18;7;-99;21;4;27;-99;30;34;16;24;21;11;24;26;-99;-99;17;15;21;-99;-99;-99;17;17;17;15;6
01/04/2018;1;-99;38;-99;24;15;11;23;5;-99;22;4;18;-99;27;43;12;24;32;12;24;21;-99;-99;25;25;23;-99;-99;-99;11;7;3;8;16
01/04/2018;2;-99;38;-99;14;13;9;29;8;-99;21;2;18;-99;21;42;13;11;33;9;21;2;-99;-99;30;19;24;-99;-99;-99;9;10;4;3;26
01/04/2018;3;-99;39;-99;10;14;16;33;14;-99;23;1;24;-99;23;38;10;7;7;7;27;2;-99;-99;34;4;30;-99;-99;-99;5;4;11;2;4
01/04/2018;4;-99;40;-99;14;18;14;33;10;-99;29;1;23;-99;21;40;3;1;2;10;17;4;-99;-99;35;1;31;-99;-99;-99;4;6;3;3;1
01/04/2018;5;-99;40;-99;18;10;14;30;8;-99;25;1;19;-99;11;41;1;0;1;1;5;7;-99;-99;34;2;21;-99;-99;-99;5;10;2;1;0
01/04/2018;6;-99;39;-99;11;9;9;18;1;-99;19;1;21;-99;4;41;2;0;1;0;3;1;-99;-99;33;3;22;-99;-99;-99;5;7;2;2;0
01/04/2018;7;-99;33;-99;5;8;2;15;1;-99;12;1;10;-99;5;41;2;1;2;0;0;2;-99;-99;30;1;14;-99;-99;-99;6;6;2;2;0
01/04/2018;8;-99;35;-99;8;11;8;13;3;-99;17;3;16;-99;5;39;6;3;6;3;5;6;-99;-99;30;4;17;-99;-99;-99;10;12;9;10;3
01/04/2018;9;-99;30;-99;28;20;20;26;15;-99;33;21;27;-99;8;38;19;20;13;11;18;23;-99;-99;33;18;29;-99;-99;-99;19;30;19;23;14
01/04/2018;10;-99;40;-99;44;39;29;47;37;-99;32;38;39;-99;26;52;35;34;32;28;36;45;-99;-99;44;33;34;-99;-99;-99;37;46;33;41;30
01/04/2018;11;-99;57;-99;55;60;48;62;56;-99;42;55;50;-99;46;57;55;54;61;46;50;58;-99;-99;65;47;54;-99;-99;-99;50;60;47;57;44
01/04/2018;12;-99;61;-99;56;71;65;71;64;-99;49;60;52;-99;65;62;66;62;76;65;62;64;-99;-99;72;58;62;-99;-99;-99;59;71;57;61;48
01/04/2018;13;-99;62;-99;60;81;70;80;58;-99;49;64;63;-99;85;67;79;62;64;87;65;64;-99;-99;74;60;60;-99;-99;-99;62;74;66;61;44
01/04/2018;14;-99;67;-99;63;83;62;88;62;-99;54;62;63;-99;83;68;89;62;56;75;71;64;-99;-99;77;60;68;-99;-99;-99;58;95;69;60;44
01/04/2018;15;-99;71;-99;61;77;64;86;65;-99;60;67;69;-99;70;74;68;64;-99;64;73;66;-99;-99;84;62;72;-99;-99;-99;62;86;59;62;45
01/04/2018;16;-99;72;-99;65;74;68;80;65;-99;64;70;70;-99;72;78;70;63;64;67;72;69;-99;-99;83;62;76;-99;-99;-99;67;76;62;63;46
01/04/2018;17;-99;69;-99;69;76;70;80;67;-99;63;71;72;-99;69;81;71;61;62;68;72;67;-99;-99;80;61;77;-99;-99;-99;67;76;63;63;44
01/04/2018;18;-99;66;-99;67;75;70;77;61;-99;60;69;72;-99;75;78;68;56;59;68;69;66;-99;-99;77;58;76;-99;-99;-99;64;75;60;64;42
01/04/2018;19;-99;57;-99;60;66;57;71;66;-99;53;57;60;-99;70;68;55;49;59;56;53;61;-99;-99;71;53;66;-99;-99;-99;60;67;51;59;34
01/04/2018;20;-99;54;-99;38;40;37;53;63;-99;40;35;38;-99;56;52;29;34;52;41;40;44;-99;-99;52;36;27;-99;-99;-99;34;58;42;35;31
01/04/2018;21;-99;44;-99;30;35;31;40;36;-99;33;32;15;-99;44;42;29;36;41;32;31;36;-99;-99;32;26;18;-99;-99;-99;34;50;31;29;22
01/04/2018;22;-99;26;-99;22;33;34;32;35;-99;24;26;25;-99;41;37;20;31;44;23;32;40;-99;-99;31;19;33;-99;-99;-99;35;47;30;30;16
01/04/2018;23;-99;32;-99;25;31;23;31;42;-99;15;6;20;-99;36;35;23;6;40;23;30;11;-99;-99;30;24;17;-99;-99;-99;16;25;13;20;11
01/04/2018;24;-99;38;-99;32;22;13;29;37;-99;13;1;27;-99;27;33;22;4;8;21;26;4;-99;-99;29;2;21;-99;-99;-99;13;19;10;7;2
02/04/2018;1;-99;39;-99;30;17;20;30;23;-99;18;1;31;-99;28;36;11;15;23;17;24;6;-99;-99;33;16;22;-99;-99;-99;17;16;10;2;6
02/04/2018;2;-99;41;-99;32;5;21;33;28;-99;20;1;30;-99;26;38;15;6;12;16;24;9;-99;-99;38;3;24;-99;-99;-99;21;6;4;1;3
02/04/2018;3;-99;39;-99;30;11;14;30;15;-99;26;1;24;-99;20;37;5;6;12;6;6;2;-99;-99;38;3;24;-99;-99;-99;12;13;2;2;2
02/04/2018;4;-99;37;-99;19;20;9;22;4;-99;23;1;22;-99;14;34;10;1;3;2;6;1;-99;-99;36;2;20;-99;-99;-99;1;16;8;1;0
02/04/2018;5;-99;36;-99;8;4;1;15;7;-99;18;1;7;-99;8;34;7;0;2;1;5;1;-99;-99;31;0;7;-99;-99;-99;2;18;7;1;0
02/04/2018;6;-99;34;-99;2;1;1;2;1;-99;23;1;2;-99;3;36;4;0;2;1;0;1;-99;-99;13;1;4;-99;-99;-99;1;5;4;1;1
02/04/2018;7;-99;33;-99;1;1;1;1;2;-99;16;1;1;-99;2;33;1;1;2;1;0;2;-99;-99;6;1;3;-99;-99;-99;1;3;2;1;1
02/04/2018;8;-99;31;-99;2;4;2;3;4;-99;25;2;2;-99;3;31;5;2;3;2;2;3;-99;-99;8;2;12;-99;-99;-99;2;7;5;5;2
02/04/2018;9;-99;25;-99;13;15;6;12;19;-99;31;9;7;-99;7;42;17;12;11;8;11;15;-99;-99;13;8;17;-99;-99;-99;6;22;14;12;7
02/04/2018;10;-99;37;-99;23;34;18;34;43;-99;33;20;22;-99;24;46;30;30;26;24;26;46;-99;-99;29;25;28;-99;-99;-99;15;43;26;23;22
02/04/2018;11;-99;46;-99;39;51;38;52;53;-99;41;41;41;-99;43;50;45;43;48;40;44;61;-99;-99;51;44;49;-99;-99;-99;41;57;41;46;33
02/04/2018;12;-99;58;-99;56;64;61;70;64;-99;53;60;57;-99;59;59;61;61;60;61;61;68;-99;-99;68;56;67;-99;-99;-99;62;68;51;62;42
